"ITTER107","Territorio","TIPO_DATO_SEQNZCONTI1","Tipo aggregato (milioni di euro)","VAL","Valutazione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q4","T4-2019",-0.361,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q3","T3-2019",0.042,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q2","T2-2020",-13.043,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q1","T1-2020",-5.53,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q3","T3-2020",15.966,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q4","T4-2020",-1.976,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q1","T1-2019",0.346,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q2","T2-2019",0.425,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q4","T4-2019",0.069,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q3","T3-2019",0.517,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q2","T2-2020",-18.114,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q1","T1-2020",-5.645,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q3","T3-2020",-5.08,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q4","T4-2020",-6.618,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q1","T1-2019",431250.8,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q2","T2-2019",432105.6,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q4","T4-2019",430724.6,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2019-Q3","T3-2019",432287.1,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q2","T2-2020",353832.3,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q1","T1-2020",406907.3,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q3","T3-2020",410326.5,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M2_1","Feb-2021 (stima preliminare)","2020-Q4","T4-2020",402219.9,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q1","T1-2019",0.118,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q2","T2-2019",0.14,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q4","T4-2019",-0.436,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q3","T3-2019",0.032,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q2","T2-2020",-12.92,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q1","T1-2020",-5.581,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q3","T3-2020",15.792,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q4","T4-2020",-1.845,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2021-Q1","T1-2021",-0.411,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q1","T1-2019",0.345,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q2","T2-2019",0.455,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q4","T4-2019",-0.147,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q3","T3-2019",0.484,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q2","T2-2020",-18.112,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q1","T1-2020",-5.831,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q3","T3-2020",-5.211,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q4","T4-2020",-6.552,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2021-Q1","T1-2021",-1.435,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q1","T1-2019",431326.9,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q2","T2-2019",431931.7,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q4","T4-2019",430183.7,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2019-Q3","T3-2019",432069.5,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q2","T2-2020",353698.4,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q1","T1-2020",406176.7,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q3","T3-2020",409556.1,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2020-Q4","T4-2020",401998.1,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M4_1","Apr-2021 (stima preliminare)","2021-Q1","T1-2021",400346.6,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q1","T1-2019",0.024,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q2","T2-2019",0.064,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q4","T4-2019",-0.398,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q3","T3-2019",0.207,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q2","T2-2020",-13.072,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q1","T1-2020",-5.674,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q3","T3-2020",16.036,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q4","T4-2020",-1.758,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2021-Q1","T1-2021",0.249,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G1","variazione congiunturale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2021-Q2","T2-2021",2.664,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q1","T1-2019",0.326,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q2","T2-2019",0.391,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q4","T4-2019",-0.104,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q3","T3-2019",0.525,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q2","T2-2020",-18.162,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q1","T1-2020",-5.795,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q3","T3-2020",-5.234,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q4","T4-2020",-6.529,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2021-Q1","T1-2021",-0.659,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","G4","variazione tendenziale","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2021-Q2","T2-2021",17.324,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q1","T1-2019",431155.4,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q2","T2-2019",431430.6,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q4","T4-2019",430603,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2019-Q3","T3-2019",432322.9,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q2","T2-2020",353073.8,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q1","T1-2020",406170.3,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q3","T3-2020",409694.4,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2020-Q4","T4-2020",402490.7,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2021-Q1","T1-2021",403494.3,,
"IT","Italia","B1GQ_B_W2_S1","prodotto interno lordo ai prezzi di mercato","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2021M7_1","Lug-2021 (stima preliminare)","2021-Q2","T2-2021",414242.1,,
